t_ms,clip_id,ax,ay,az,gx,gy,gz,label
183668,4,-0.001465,0.095459,1.016479,1.037598,1.159668,1.159668,quieto_mesa
183678,4,-0.002563,0.095337,1.015503,1.098633,0.976562,1.037598,quieto_mesa
183688,4,-0.002075,0.096069,1.016479,1.159668,1.037598,1.098633,quieto_mesa
183698,4,-0.001953,0.094604,1.015869,1.220703,1.098633,1.098633,quieto_mesa
183708,4,-0.002075,0.095215,1.016235,1.159668,1.220703,1.037598,quieto_mesa
183718,4,-0.002441,0.096069,1.016357,1.159668,1.037598,1.098633,quieto_mesa
183728,4,-0.002075,0.095581,1.016357,1.220703,0.976562,1.159668,quieto_mesa
183738,4,-0.002441,0.096313,1.016235,1.098633,1.037598,1.159668,quieto_mesa
183748,4,-0.001831,0.095581,1.015991,1.281738,0.976562,1.220703,quieto_mesa
183758,4,-0.002563,0.095703,1.016479,1.098633,1.037598,1.159668,quieto_mesa
183769,4,-0.002686,0.094727,1.01709,1.098633,1.037598,1.098633,quieto_mesa
183778,4,-0.002441,0.095459,1.017212,1.098633,1.098633,1.098633,quieto_mesa
183789,4,-0.003174,0.095459,1.016357,1.220703,1.159668,1.159668,quieto_mesa
183809,4,-0.002686,0.096313,1.016724,1.159668,1.037598,1.098633,quieto_mesa
183819,4,-0.002319,0.094482,1.016235,1.159668,1.037598,1.159668,quieto_mesa
183829,4,-0.001953,0.094971,1.016602,1.098633,1.098633,1.037598,quieto_mesa
183839,4,-0.001465,0.094482,1.015991,1.159668,0.976562,1.037598,quieto_mesa
183849,4,-0.001709,0.094727,1.016968,1.220703,0.976562,1.098633,quieto_mesa
183859,4,-0.001465,0.094971,1.016479,1.159668,1.098633,1.037598,quieto_mesa
183869,4,-0.001953,0.095093,1.015503,1.220703,1.098633,1.098633,quieto_mesa
183879,4,-0.002075,0.095947,1.016357,1.159668,1.098633,1.098633,quieto_mesa
183889,4,-0.001465,0.094971,1.016846,1.037598,1.220703,1.098633,quieto_mesa
183899,4,-0.001831,0.095093,1.016724,1.159668,1.098633,0.976562,quieto_mesa
183909,4,-0.001587,0.095825,1.016479,0.976562,0.915527,1.037598,quieto_mesa
183919,4,-0.002197,0.095825,1.015991,1.037598,1.220703,1.098633,quieto_mesa
183929,4,-0.002319,0.096558,1.015991,1.159668,1.220703,1.159668,quieto_mesa
183939,4,-0.002686,0.095215,1.015991,1.098633,1.098633,1.159668,quieto_mesa
183949,4,-0.00293,0.095215,1.016602,1.220703,1.098633,1.159668,quieto_mesa
183960,4,-0.001953,0.095215,1.015259,1.159668,1.098633,1.098633,quieto_mesa
183969,4,-0.002075,0.095459,1.015869,1.159668,1.037598,1.098633,quieto_mesa
183979,4,-0.002686,0.095459,1.017212,1.037598,0.976562,1.098633,quieto_mesa
183989,4,-0.003174,0.095825,1.016602,1.098633,0.793457,1.159668,quieto_mesa
183999,4,-0.002075,0.094727,1.016235,1.159668,0.915527,1.098633,quieto_mesa
184009,4,-0.002319,0.094727,1.015747,1.037598,0.976562,1.159668,quieto_mesa
184019,4,-0.002808,0.094482,1.01709,1.098633,1.037598,1.159668,quieto_mesa
184029,4,-0.002197,0.094971,1.016724,1.220703,1.220703,1.098633,quieto_mesa
184039,4,-0.001709,0.094604,1.016357,1.098633,1.159668,1.159668,quieto_mesa
184049,4,-0.00293,0.095337,1.015869,1.281738,1.037598,1.159668,quieto_mesa
184059,4,-0.002563,0.094727,1.017212,1.220703,1.037598,1.159668,quieto_mesa
184069,4,-0.000977,0.094482,1.016968,1.159668,0.915527,1.037598,quieto_mesa
184079,4,-0.003296,0.094849,1.016357,1.220703,1.098633,1.037598,quieto_mesa
184089,4,-0.002441,0.095093,1.016357,1.159668,0.915527,0.976562,quieto_mesa
184099,4,-0.001099,0.094971,1.016602,1.159668,0.854492,1.037598,quieto_mesa
184109,4,-0.002075,0.095459,1.016357,1.098633,0.854492,1.220703,quieto_mesa
184119,4,-0.001831,0.094727,1.017212,1.159668,0.976562,1.159668,quieto_mesa
184129,4,-0.001953,0.095215,1.016113,1.098633,0.976562,1.220703,quieto_mesa
184139,4,-0.002808,0.095825,1.016357,1.098633,1.098633,1.220703,quieto_mesa
184149,4,-0.002441,0.095215,1.016479,1.220703,1.098633,1.159668,quieto_mesa
184159,4,-0.002197,0.095459,1.016602,1.220703,1.159668,1.159668,quieto_mesa
184169,4,-0.001587,0.095703,1.016235,1.220703,1.098633,1.098633,quieto_mesa
184179,4,-0.002075,0.095581,1.015625,1.220703,1.037598,1.098633,quieto_mesa
184189,4,-0.002441,0.095337,1.016479,1.220703,1.159668,1.098633,quieto_mesa
184199,4,-0.002686,0.094971,1.016602,1.220703,1.159668,1.220703,quieto_mesa
184209,4,-0.001465,0.095459,1.016479,1.342773,1.037598,1.220703,quieto_mesa
184220,4,-0.002197,0.095459,1.015747,1.220703,1.098633,0.976562,quieto_mesa
184243,4,-0.001709,0.095337,1.016968,1.281738,1.159668,1.098633,quieto_mesa
184252,4,-0.002075,0.095581,1.016235,1.159668,1.037598,1.159668,quieto_mesa
184261,4,-0.001343,0.095215,1.016602,1.281738,1.220703,1.159668,quieto_mesa
184270,4,-0.001221,0.095093,1.016357,1.037598,1.098633,1.098633,quieto_mesa
184290,4,-0.002197,0.095337,1.016479,1.281738,1.159668,1.098633,quieto_mesa
184300,4,-0.002197,0.095459,1.017456,1.037598,1.037598,1.037598,quieto_mesa
184310,4,-0.002197,0.095337,1.015991,1.159668,1.159668,1.037598,quieto_mesa
184320,4,-0.002686,0.096069,1.015869,1.159668,1.037598,1.159668,quieto_mesa
184330,4,-0.001953,0.095093,1.016602,1.159668,0.854492,1.037598,quieto_mesa
184340,4,-0.002075,0.095581,1.016113,1.098633,0.976562,1.159668,quieto_mesa
184350,4,-0.002808,0.095703,1.015991,1.159668,0.793457,1.159668,quieto_mesa
184360,4,-0.001709,0.095337,1.017578,1.159668,0.854492,1.220703,quieto_mesa
184370,4,-0.002441,0.095703,1.016479,1.159668,1.037598,1.220703,quieto_mesa
184380,4,-0.001953,0.095459,1.016357,1.037598,0.854492,1.159668,quieto_mesa
184401,4,-0.002441,0.095459,1.016357,1.220703,0.976562,1.098633,quieto_mesa
184410,4,-0.002075,0.095581,1.015869,1.159668,0.976562,1.159668,quieto_mesa
184420,4,-0.001221,0.095337,1.016968,1.037598,1.098633,1.037598,quieto_mesa
184430,4,-0.001587,0.095093,1.017578,1.159668,1.098633,1.037598,quieto_mesa
184440,4,-0.002686,0.095581,1.016235,1.037598,0.976562,1.098633,quieto_mesa
184450,4,-0.001587,0.095215,1.017456,1.098633,1.159668,0.915527,quieto_mesa
184460,4,-0.002075,0.095459,1.015747,0.915527,1.159668,0.976562,quieto_mesa
184470,4,-0.002197,0.095947,1.01709,0.915527,1.037598,1.159668,quieto_mesa
184480,4,-0.002197,0.095459,1.016602,1.037598,0.976562,1.037598,quieto_mesa
184490,4,-0.002197,0.095215,1.016479,1.037598,0.976562,1.037598,quieto_mesa
184500,4,-0.002563,0.094727,1.016235,1.220703,1.037598,1.159668,quieto_mesa
184510,4,-0.00354,0.095581,1.016602,1.098633,0.976562,1.098633,quieto_mesa
184520,4,-0.001221,0.095215,1.016357,1.220703,1.220703,0.976562,quieto_mesa
184531,4,-0.002808,0.095337,1.016479,1.220703,1.037598,1.098633,quieto_mesa
184540,4,-0.002319,0.095947,1.016724,1.159668,1.159668,1.098633,quieto_mesa
184562,4,-0.001831,0.095337,1.016846,1.098633,1.098633,1.098633,quieto_mesa
184571,4,-0.002319,0.095093,1.015747,1.098633,0.915527,1.159668,quieto_mesa
184581,4,-0.002441,0.094971,1.015991,1.159668,1.037598,1.098633,quieto_mesa
184591,4,-0.001953,0.095337,1.016602,1.159668,1.098633,1.159668,quieto_mesa
184601,4,-0.000977,0.094849,1.016357,0.976562,1.037598,1.037598,quieto_mesa
184611,4,-0.001709,0.095215,1.016968,1.037598,1.098633,0.976562,quieto_mesa
184621,4,-0.002563,0.094604,1.016968,1.220703,0.854492,0.976562,quieto_mesa
184631,4,-0.001831,0.095337,1.016602,0.976562,0.976562,0.976562,quieto_mesa
184641,4,-0.002808,0.09436,1.016846,0.976562,1.037598,1.037598,quieto_mesa
184651,4,-0.001831,0.094482,1.016479,1.037598,0.976562,1.098633,quieto_mesa
184661,4,-0.002075,0.095215,1.016113,0.976562,1.098633,1.037598,quieto_mesa
184671,4,-0.001709,0.095825,1.016479,0.915527,1.159668,0.976562,quieto_mesa
184681,4,-0.002075,0.095093,1.016357,1.220703,0.976562,1.159668,quieto_mesa
184691,4,-0.002197,0.095215,1.016479,1.220703,0.976562,1.037598,quieto_mesa
184701,4,-0.002197,0.095337,1.016235,1.098633,1.037598,1.098633,quieto_mesa
184722,4,-0.001465,0.095093,1.016724,0.976562,1.037598,1.037598,quieto_mesa
184731,4,-0.001709,0.095215,1.015991,1.037598,1.098633,1.098633,quieto_mesa
184741,4,-0.002686,0.094604,1.016602,1.037598,1.159668,1.037598,quieto_mesa
184751,4,-0.002441,0.095215,1.015869,1.037598,0.915527,1.098633,quieto_mesa
184761,4,-0.001831,0.095703,1.016113,1.159668,1.037598,1.098633,quieto_mesa
184771,4,-0.001343,0.095337,1.015625,1.220703,1.159668,1.220703,quieto_mesa
184781,4,-0.002197,0.094971,1.016113,1.037598,0.976562,1.098633,quieto_mesa
184791,4,-0.001099,0.095215,1.016235,1.037598,1.037598,1.037598,quieto_mesa
184801,4,-0.002075,0.094971,1.016602,1.159668,0.976562,0.976562,quieto_mesa
184811,4,-0.001587,0.095093,1.016602,1.281738,1.220703,1.037598,quieto_mesa
184821,4,-0.002197,0.095581,1.016235,1.159668,1.159668,1.037598,quieto_mesa
184831,4,-0.001953,0.095947,1.016968,1.098633,0.854492,1.037598,quieto_mesa
184841,4,-0.002075,0.094604,1.015991,1.098633,0.976562,1.159668,quieto_mesa
184851,4,-0.002319,0.094727,1.017456,0.915527,0.976562,1.098633,quieto_mesa
184861,4,-0.002441,0.096069,1.016968,1.037598,1.098633,1.037598,quieto_mesa
184883,4,-0.003174,0.094971,1.016235,1.098633,0.976562,1.098633,quieto_mesa
184895,4,-0.002197,0.095459,1.016602,1.220703,1.037598,1.037598,quieto_mesa
184905,4,-0.001831,0.095459,1.015991,1.281738,0.976562,1.037598,quieto_mesa
184924,4,-0.001587,0.095825,1.016357,1.220703,1.098633,1.098633,quieto_mesa
184933,4,-0.001831,0.095703,1.015259,1.159668,1.037598,1.098633,quieto_mesa
184942,4,-0.001953,0.094116,1.016724,1.098633,1.037598,0.976562,quieto_mesa
184952,4,-0.002075,0.095581,1.016479,1.159668,1.037598,0.976562,quieto_mesa
184962,4,-0.001099,0.096436,1.016479,1.220703,1.037598,1.098633,quieto_mesa
184972,4,-0.002563,0.095337,1.016235,1.037598,0.915527,1.098633,quieto_mesa
184982,4,-0.001953,0.095337,1.015747,1.098633,0.854492,1.037598,quieto_mesa
184992,4,-0.002197,0.095337,1.016724,0.976562,0.915527,1.037598,quieto_mesa
185002,4,-0.001953,0.095093,1.016479,0.976562,0.915527,1.037598,quieto_mesa
185012,4,-0.001465,0.094727,1.017578,1.098633,1.037598,1.037598,quieto_mesa
185022,4,-0.001709,0.095093,1.015869,1.159668,1.037598,1.220703,quieto_mesa
185044,4,-0.002441,0.095825,1.01709,1.159668,0.976562,0.976562,quieto_mesa
185054,4,-0.001831,0.094971,1.016357,1.342773,0.976562,1.159668,quieto_mesa
185063,4,-0.000977,0.094849,1.01709,1.281738,1.037598,1.098633,quieto_mesa
185072,4,-0.002075,0.095459,1.016357,1.159668,1.098633,1.037598,quieto_mesa
185082,4,-0.002197,0.095215,1.016846,1.220703,1.098633,0.976562,quieto_mesa
185092,4,-0.002319,0.095093,1.016357,1.220703,1.220703,0.976562,quieto_mesa
185102,4,-0.002075,0.095215,1.015991,1.220703,1.037598,1.098633,quieto_mesa
185112,4,-0.002441,0.094116,1.016357,1.281738,0.976562,1.159668,quieto_mesa
185122,4,-0.002563,0.095337,1.015869,1.281738,1.037598,1.037598,quieto_mesa
185132,4,-0.002075,0.094971,1.016724,1.098633,0.915527,1.037598,quieto_mesa
185142,4,-0.002563,0.095703,1.015991,1.159668,0.976562,1.037598,quieto_mesa
185152,4,-0.002563,0.095215,1.016602,1.037598,0.976562,1.159668,quieto_mesa
185162,4,-0.001831,0.095093,1.015869,1.098633,0.854492,1.098633,quieto_mesa
185172,4,-0.002319,0.095093,1.015991,1.159668,1.220703,1.037598,quieto_mesa
185182,4,-0.002441,0.095581,1.016113,1.098633,1.159668,1.159668,quieto_mesa
185203,4,-0.002319,0.095459,1.016602,1.098633,1.037598,0.976562,quieto_mesa
185213,4,-0.003174,0.095581,1.01709,1.098633,0.976562,1.098633,quieto_mesa
185223,4,-0.003052,0.095459,1.015503,1.037598,1.281738,1.037598,quieto_mesa
185232,4,-0.001953,0.095337,1.016602,1.098633,1.220703,0.915527,quieto_mesa
185243,4,-0.001831,0.096191,1.016846,0.976562,1.037598,1.159668,quieto_mesa
185253,4,-0.001587,0.095581,1.015991,1.098633,1.159668,1.037598,quieto_mesa
185263,4,-0.001831,0.095459,1.017334,1.159668,1.220703,1.098633,quieto_mesa
185273,4,-0.002197,0.095825,1.016968,1.220703,0.976562,1.159668,quieto_mesa
185283,4,-0.001831,0.095093,1.015747,1.220703,0.976562,1.159668,quieto_mesa
185293,4,-0.001587,0.095459,1.016724,1.037598,1.037598,0.915527,quieto_mesa
185303,4,-0.001709,0.096802,1.015137,1.098633,0.976562,0.976562,quieto_mesa
185313,4,-0.002075,0.095215,1.016357,1.159668,1.037598,1.098633,quieto_mesa
185323,4,-0.001343,0.095093,1.016724,1.037598,1.037598,1.098633,quieto_mesa
185333,4,-0.002441,0.095825,1.016235,1.037598,0.915527,1.220703,quieto_mesa
185343,4,-0.00293,0.095337,1.016724,1.098633,1.098633,1.037598,quieto_mesa
185364,4,-0.002197,0.096069,1.015991,1.098633,1.159668,1.220703,quieto_mesa
185373,4,-0.002563,0.095215,1.016357,1.281738,1.098633,1.159668,quieto_mesa
185383,4,-0.003174,0.094849,1.016602,1.281738,1.098633,1.220703,quieto_mesa
185393,4,-0.002075,0.095947,1.016113,1.281738,1.098633,1.220703,quieto_mesa
185403,4,-0.00293,0.095337,1.016357,1.037598,1.037598,0.976562,quieto_mesa
185413,4,-0.001465,0.095703,1.015625,1.220703,1.159668,1.037598,quieto_mesa
185423,4,-0.001953,0.095093,1.016846,1.159668,1.037598,0.915527,quieto_mesa
185433,4,-0.001953,0.095581,1.016602,1.159668,1.098633,1.098633,quieto_mesa
185443,4,-0.001953,0.095215,1.016724,1.159668,1.098633,1.098633,quieto_mesa
185453,4,-0.001709,0.095337,1.016479,1.159668,1.159668,1.037598,quieto_mesa
185463,4,-0.001587,0.095825,1.016235,1.159668,1.098633,1.037598,quieto_mesa
185473,4,-0.002686,0.094849,1.016602,1.159668,1.159668,1.098633,quieto_mesa
185483,4,-0.001953,0.095825,1.016602,1.220703,1.098633,1.159668,quieto_mesa
185493,4,-0.001831,0.094849,1.016479,1.281738,1.037598,1.159668,quieto_mesa
185503,4,-0.001343,0.095703,1.016846,1.281738,1.098633,1.098633,quieto_mesa
185513,4,-0.001221,0.095825,1.016357,1.159668,1.159668,0.976562,quieto_mesa
185524,4,-0.001221,0.095825,1.016235,1.159668,1.037598,1.037598,quieto_mesa
185533,4,-0.002319,0.094971,1.01709,1.098633,1.159668,0.976562,quieto_mesa
185543,4,-0.001831,0.095093,1.016846,1.159668,1.159668,1.037598,quieto_mesa
185554,4,-0.001709,0.095337,1.017212,0.976562,0.976562,0.976562,quieto_mesa
185564,4,-0.001831,0.095337,1.016357,1.037598,0.976562,1.159668,quieto_mesa
185574,4,-0.002808,0.095093,1.01709,0.976562,1.098633,1.037598,quieto_mesa
185584,4,-0.001953,0.095337,1.016846,1.098633,0.915527,1.098633,quieto_mesa
185594,4,-0.001953,0.095581,1.015869,1.159668,0.915527,1.281738,quieto_mesa
185604,4,-0.001831,0.095459,1.016357,1.159668,1.098633,1.098633,quieto_mesa
185614,4,-0.001587,0.095825,1.016113,1.037598,1.098633,1.098633,quieto_mesa
185624,4,-0.002686,0.096191,1.016846,1.220703,1.098633,1.159668,quieto_mesa
185634,4,-0.00354,0.095947,1.016357,1.037598,1.159668,1.037598,quieto_mesa
185644,4,-0.002319,0.094727,1.016113,1.037598,0.976562,0.976562,quieto_mesa
185654,4,-0.001953,0.095459,1.016113,1.098633,0.976562,1.098633,quieto_mesa
185664,4,-0.002563,0.095093,1.016846,1.098633,1.098633,1.098633,quieto_mesa
185685,4,-0.001953,0.094971,1.016846,1.342773,0.976562,1.037598,quieto_mesa
185694,4,-0.003296,0.095215,1.016113,1.098633,1.098633,0.976562,quieto_mesa
185704,4,-0.001587,0.095703,1.016113,1.098633,1.037598,1.037598,quieto_mesa
185714,4,-0.002075,0.096069,1.01709,1.098633,1.037598,1.037598,quieto_mesa
185724,4,-0.002563,0.095337,1.016602,1.220703,1.037598,1.281738,quieto_mesa
185734,4,-0.001465,0.095093,1.016235,1.098633,1.037598,1.159668,quieto_mesa
185744,4,-0.002197,0.095581,1.016968,1.159668,1.098633,1.220703,quieto_mesa
185754,4,-0.002441,0.095947,1.015503,1.159668,1.098633,1.159668,quieto_mesa
185764,4,-0.002441,0.094727,1.015869,1.098633,0.915527,1.098633,quieto_mesa
185774,4,-0.001221,0.094727,1.016602,0.976562,1.098633,1.098633,quieto_mesa
185784,4,-0.001465,0.095093,1.016113,0.915527,0.976562,0.976562,quieto_mesa
185794,4,-0.002441,0.095581,1.016235,1.098633,1.098633,1.037598,quieto_mesa
185804,4,-0.001953,0.095215,1.016602,1.037598,1.098633,1.037598,quieto_mesa
185814,4,-0.001709,0.095581,1.015503,1.037598,1.037598,1.159668,quieto_mesa
185824,4,-0.001953,0.094971,1.015259,1.037598,0.915527,1.220703,quieto_mesa
185834,4,-0.001953,0.095093,1.015869,1.159668,0.976562,1.159668,quieto_mesa
185844,4,-0.001831,0.095581,1.016968,1.281738,0.976562,0.976562,quieto_mesa
185854,4,-0.002441,0.095215,1.016968,1.281738,0.976562,0.976562,quieto_mesa
185864,4,-0.002197,0.094971,1.016357,1.159668,0.976562,1.159668,quieto_mesa
185875,4,-0.001709,0.095581,1.016113,1.098633,1.037598,1.037598,quieto_mesa
185884,4,-0.001221,0.094604,1.016602,1.098633,1.037598,1.159668,quieto_mesa
185895,4,-0.002319,0.094727,1.016846,1.159668,0.976562,1.098633,quieto_mesa
185905,4,-0.002197,0.096069,1.016724,1.037598,0.976562,0.976562,quieto_mesa
185915,4,-0.002197,0.095825,1.016479,1.098633,1.098633,1.098633,quieto_mesa
185925,4,-0.001953,0.094849,1.016113,1.098633,1.037598,1.220703,quieto_mesa
185935,4,-0.002441,0.094849,1.015991,1.037598,1.098633,1.037598,quieto_mesa
185945,4,-0.002319,0.095093,1.016724,1.281738,1.037598,0.915527,quieto_mesa
185955,4,-0.001221,0.095459,1.016602,1.159668,0.976562,0.976562,quieto_mesa
185965,4,-0.002197,0.095093,1.01709,1.037598,1.037598,0.915527,quieto_mesa
185975,4,-0.001709,0.094971,1.016602,1.098633,0.976562,1.037598,quieto_mesa
185985,4,-0.002808,0.095581,1.015137,1.037598,0.976562,1.037598,quieto_mesa
185995,4,-0.001343,0.096069,1.016357,1.098633,1.098633,1.037598,quieto_mesa
186005,4,-0.002563,0.095703,1.017212,1.098633,1.037598,1.098633,quieto_mesa
186015,4,-0.002441,0.095703,1.016968,0.976562,0.976562,1.037598,quieto_mesa
186025,4,-0.002563,0.095459,1.016846,1.037598,1.159668,1.037598,quieto_mesa
186035,4,-0.002441,0.095703,1.016235,1.159668,1.037598,1.098633,quieto_mesa
186045,4,-0.001953,0.094971,1.017334,1.098633,0.976562,1.037598,quieto_mesa
186055,4,-0.001343,0.095703,1.016357,1.098633,0.915527,0.915527,quieto_mesa
186065,4,-0.002441,0.095215,1.015869,1.159668,0.976562,1.098633,quieto_mesa
186075,4,-0.002075,0.095825,1.015869,0.976562,0.915527,1.159668,quieto_mesa
186085,4,-0.002563,0.094971,1.016724,1.159668,1.037598,1.037598,quieto_mesa
186095,4,-0.002319,0.094727,1.015625,1.281738,1.098633,1.098633,quieto_mesa
186105,4,-0.001953,0.095215,1.016235,1.098633,1.281738,1.098633,quieto_mesa
186115,4,-0.001831,0.095337,1.018188,1.342773,0.976562,1.159668,quieto_mesa
186125,4,-0.001709,0.095581,1.015991,1.220703,1.159668,1.098633,quieto_mesa
186135,4,-0.001343,0.095215,1.015747,1.159668,1.281738,1.037598,quieto_mesa
186145,4,-0.003052,0.094971,1.015869,0.976562,1.098633,1.220703,quieto_mesa
186155,4,-0.001831,0.095459,1.015869,1.281738,1.037598,0.976562,quieto_mesa
186166,4,-0.002319,0.095215,1.016357,1.159668,0.976562,0.976562,quieto_mesa
186176,4,-0.002075,0.095093,1.016846,1.220703,0.915527,0.915527,quieto_mesa
186186,4,-0.002441,0.095093,1.016113,1.220703,0.915527,1.159668,quieto_mesa
186196,4,-0.001587,0.095581,1.015503,1.098633,0.854492,1.098633,quieto_mesa
186206,4,-0.002319,0.095825,1.016968,1.098633,1.037598,1.037598,quieto_mesa
186216,4,-0.001953,0.095337,1.01709,1.098633,1.098633,0.915527,quieto_mesa
186226,4,-0.000977,0.095825,1.016235,1.098633,1.037598,0.976562,quieto_mesa
186236,4,-0.001587,0.095459,1.017212,0.976562,1.159668,1.037598,quieto_mesa
186246,4,-0.002197,0.095703,1.015503,1.098633,1.098633,0.976562,quieto_mesa
186256,4,-0.002075,0.095581,1.015747,1.159668,0.976562,1.159668,quieto_mesa
186278,4,-0.002441,0.095093,1.016602,1.098633,1.159668,1.037598,quieto_mesa
186287,4,-0.002075,0.095337,1.016724,1.098633,0.915527,1.098633,quieto_mesa
186296,4,-0.002319,0.094971,1.015869,1.037598,0.976562,1.037598,quieto_mesa
186306,4,-0.002563,0.096313,1.015991,1.159668,1.220703,1.037598,quieto_mesa
186316,4,-0.001831,0.095337,1.016968,1.220703,0.976562,1.220703,quieto_mesa
186326,4,-0.001587,0.095825,1.016479,1.098633,1.037598,1.220703,quieto_mesa
186336,4,-0.001831,0.094971,1.017456,1.037598,1.098633,1.098633,quieto_mesa
186346,4,-0.002319,0.095459,1.015747,1.159668,0.854492,1.037598,quieto_mesa
186356,4,-0.001709,0.095459,1.015625,1.220703,0.976562,1.037598,quieto_mesa
186366,4,-0.001831,0.094971,1.015991,1.098633,0.793457,1.098633,quieto_mesa
186376,4,-0.001831,0.095581,1.016602,1.159668,0.793457,1.098633,quieto_mesa
186386,4,-0.002197,0.095459,1.016479,1.281738,0.915527,1.098633,quieto_mesa
186396,4,-0.002075,0.096069,1.016602,1.159668,0.915527,1.037598,quieto_mesa
186406,4,-0.001587,0.095703,1.016479,0.976562,0.915527,1.037598,quieto_mesa
186416,4,-0.001831,0.094604,1.015991,0.976562,0.976562,1.098633,quieto_mesa
186426,4,-0.001587,0.095703,1.015991,1.159668,0.915527,1.159668,quieto_mesa
186436,4,-0.002197,0.096191,1.016724,1.159668,0.976562,1.098633,quieto_mesa
186446,4,-0.001831,0.094971,1.016846,1.098633,1.037598,1.037598,quieto_mesa
186456,4,-0.002441,0.095215,1.016235,1.037598,1.037598,1.037598,quieto_mesa
186466,4,-0.001709,0.094604,1.016724,1.098633,0.976562,1.037598,quieto_mesa
186477,4,-0.002441,0.095825,1.016846,1.098633,1.098633,1.037598,quieto_mesa
186486,4,-0.001831,0.095703,1.016113,1.098633,1.098633,1.159668,quieto_mesa
186496,4,-0.001953,0.096191,1.016235,1.281738,1.098633,1.098633,quieto_mesa
186507,4,-0.001831,0.097046,1.016113,1.159668,1.037598,1.159668,quieto_mesa
186517,4,-0.002197,0.095581,1.016724,1.098633,1.281738,1.220703,quieto_mesa
186527,4,-0.002686,0.094482,1.016113,1.098633,1.159668,1.037598,quieto_mesa
186537,4,-0.000977,0.095581,1.016113,1.037598,0.915527,1.037598,quieto_mesa
186547,4,-0.001953,0.095215,1.016602,1.098633,0.976562,1.098633,quieto_mesa
186557,4,-0.000977,0.096069,1.016968,1.098633,1.159668,0.976562,quieto_mesa
186567,4,-0.001831,0.094971,1.017456,1.037598,0.976562,1.220703,quieto_mesa
186577,4,-0.002197,0.095459,1.016235,1.220703,0.915527,1.159668,quieto_mesa
186587,4,-0.002075,0.095581,1.016235,0.976562,0.915527,1.159668,quieto_mesa
186597,4,-0.001709,0.095215,1.016724,1.159668,1.037598,1.098633,quieto_mesa
186607,4,-0.002075,0.096069,1.016846,1.098633,1.159668,1.037598,quieto_mesa
186617,4,-0.001465,0.095337,1.015625,1.098633,0.976562,0.976562,quieto_mesa
186627,4,-0.001587,0.095215,1.015503,1.037598,0.915527,0.976562,quieto_mesa
186637,4,-0.002441,0.094849,1.015869,1.220703,1.037598,1.037598,quieto_mesa
186647,4,-0.002075,0.095459,1.017212,1.159668,1.159668,1.037598,quieto_mesa
186657,4,-0.001953,0.095215,1.016479,1.159668,1.159668,0.976562,quieto_mesa
186667,4,-0.002441,0.095093,1.015991,1.220703,0.915527,1.037598,quieto_mesa
186677,4,-0.001831,0.095703,1.016235,1.220703,0.976562,1.037598,quieto_mesa
186687,4,-0.001709,0.095703,1.017334,1.098633,1.037598,1.037598,quieto_mesa
186697,4,-0.001343,0.095215,1.015381,1.098633,0.976562,1.098633,quieto_mesa
186707,4,-0.002319,0.095215,1.016113,1.159668,0.976562,1.098633,quieto_mesa
186717,4,-0.001465,0.095703,1.016479,1.220703,1.037598,1.037598,quieto_mesa
186727,4,-0.001709,0.096069,1.016846,1.159668,1.159668,1.159668,quieto_mesa
186737,4,-0.001587,0.095581,1.017822,1.098633,1.220703,1.098633,quieto_mesa
186747,4,-0.002075,0.095215,1.016235,1.159668,1.037598,1.159668,quieto_mesa
186757,4,-0.001709,0.095337,1.016113,1.220703,1.159668,1.159668,quieto_mesa
186767,4,-0.002563,0.096191,1.016479,1.159668,1.159668,1.098633,quieto_mesa
186777,4,-0.002319,0.096191,1.016968,1.159668,1.098633,1.159668,quieto_mesa
186787,4,-0.001953,0.097168,1.016357,1.220703,0.854492,1.220703,quieto_mesa
186798,4,-0.002563,0.09668,1.016846,1.037598,1.098633,1.220703,quieto_mesa
186807,4,-0.001831,0.096802,1.016113,1.159668,1.098633,1.098633,quieto_mesa
186818,4,-0.001953,0.095703,1.01709,1.098633,1.037598,1.037598,quieto_mesa
186827,4,-0.001709,0.095703,1.015747,1.098633,1.159668,1.037598,quieto_mesa
186838,4,-0.002197,0.095459,1.017212,1.098633,1.098633,1.159668,quieto_mesa
186848,4,-0.001709,0.095093,1.016357,1.037598,1.159668,1.098633,quieto_mesa
186858,4,-0.001953,0.095337,1.016357,1.037598,1.098633,1.037598,quieto_mesa
186868,4,-0.002686,0.095337,1.01709,1.220703,1.098633,1.037598,quieto_mesa
186878,4,-0.002197,0.095215,1.016113,0.976562,1.281738,1.159668,quieto_mesa
186888,4,-0.001953,0.095581,1.015869,1.098633,1.159668,1.098633,quieto_mesa
186898,4,-0.001465,0.094971,1.017212,1.098633,1.037598,1.098633,quieto_mesa
186908,4,-0.002686,0.095947,1.015747,1.220703,0.976562,1.098633,quieto_mesa
186918,4,-0.002319,0.095825,1.016602,1.220703,1.098633,1.159668,quieto_mesa
186928,4,-0.002197,0.095093,1.016235,1.159668,1.220703,1.159668,quieto_mesa
186938,4,-0.002197,0.096069,1.016113,1.220703,1.220703,1.098633,quieto_mesa
186948,4,-0.002441,0.095703,1.016113,1.037598,1.159668,1.098633,quieto_mesa
186958,4,-0.002197,0.096313,1.016846,1.037598,1.037598,1.098633,quieto_mesa
186968,4,-0.002319,0.095581,1.015625,1.098633,1.159668,1.037598,quieto_mesa
